fileName,score,molFrom,algorithm,runTime,workers,disp,mini_iter,iter,b,m,batch,type,T
48107.mol,80.18512552356098,leastNAD+.mol,minimize,16.781162977218628,,,,,,,molSizeTiming,PYM,
48312.mol,-89.77727303345677,FADH2.mol,minimize,80.60451650619507,,,,,,,molSizeTiming,,
68271.mol,94.08643950308732,leastNAD+.mol,minimize,20.1538987159729,,,,,,,molSizeTiming,PYM,
96856.mol,-38.453047016533986,NAD+.mol,minimize,62.79577159881592,,,,,,,molSizeTiming,,
9293.mol,79.56317780560269,leastNAD+.mol,minimize,41.00914001464844,,,,,,,molSizeTiming,PYM,
32685.mol,205.2165526699283,FADH2.mol,minimize,84.35920929908752,,,,,,,molSizeTiming,,
36338.mol,72.66973383393186,evenLessNAD+.mol,minimize,19.506042003631592,,,,,,,molSizeTiming,PYM,
38239.mol,135.21873270362894,leastNAD+.mol,minimize,28.934906005859375,,,,,,,molSizeTiming,PYM,
50963.mol,293.0905119188291,evenLessNAD+.mol,minimize,14.616943359375,,,,,,,molSizeTiming,PYM,
59400.mol,-159.6623443170129,NAD+.mol,minimize,62.52863526344299,,,,,,,molSizeTiming,,
75280.mol,64.46757944051579,leastNAD+.mol,minimize,37.02680969238281,,,,,,,molSizeTiming,PYM,
80089.mol,64.33350377819393,evenLessNAD+.mol,minimize,29.115346431732178,,,,,,,molSizeTiming,PYM,
99111.mol,522.994843068424,evenLessNAD+.mol,minimize,19.01386070251465,,,,,,,molSizeTiming,PYM,
12310.mol,264.90860595385993,evenLessNAD+.mol,minimize,13.191580295562744,,,,,,,molSizeTiming,PYM,
12625.mol,65.74330888865232,leastNAD+.mol,minimize,37.33007621765137,,,,,,,molSizeTiming,PYM,
15048.mol,64.36477251170987,FADH2.mol,minimize,82.34771394729614,,,,,,,molSizeTiming,,
20631.mol,-100.63767666231594,NAD+.mol,minimize,61.21818995475769,,,,,,,molSizeTiming,,
37527.mol,62.33798501577469,evenLessNAD+.mol,minimize,25.207690715789795,,,,,,,molSizeTiming,PYM,
55864.mol,95.76307601635362,evenLessNAD+.mol,minimize,18.32777690887451,,,,,,,molSizeTiming,PYM,
66380.mol,48.35041688382417,leastNAD+.mol,minimize,53.741145610809326,,,,,,,molSizeTiming,PYM,
82346.mol,-103.51616365601996,NAD+.mol,minimize,61.70396161079407,,,,,,,molSizeTiming,,
82823.mol,68.13015293486191,evenLessNAD+.mol,minimize,26.951200485229492,,,,,,,molSizeTiming,PYM,
97515.mol,27.79624559968991,FADH2.mol,minimize,82.4513795375824,,,,,,,molSizeTiming,,
97680.mol,54.12087478727589,leastNAD+.mol,minimize,31.28663444519043,,,,,,,molSizeTiming,PYM,
1575.mol,127.02466249503419,evenLessNAD+.mol,minimize,18.74463963508606,,,,,,,molSizeTiming,PYM,
19931.mol,124.35678670963054,evenLessNAD+.mol,minimize,18.348010063171387,,,,,,,molSizeTiming,PYM,
27313.mol,1010.6767207813825,evenLessNAD+.mol,minimize,7.372109413146973,,,,,,,molSizeTiming,PYM,
43934.mol,-127.20277431341869,NAD+.mol,minimize,61.57470488548279,,,,,,,molSizeTiming,,
45838.mol,91.89247875272397,evenLessNAD+.mol,minimize,18.516534328460693,,,,,,,molSizeTiming,PYM,
60486.mol,40.87574445284949,leastNAD+.mol,minimize,62.791131019592285,,,,,,,molSizeTiming,PYM,
62471.mol,122.83206896033465,evenLessNAD+.mol,minimize,16.624850749969482,,,,,,,molSizeTiming,PYM,
79083.mol,84.17991053960202,evenLessNAD+.mol,minimize,16.603681087493896,,,,,,,molSizeTiming,PYM,
79888.mol,112.45468912083652,FADH2.mol,minimize,82.35792112350464,,,,,,,molSizeTiming,,
94999.mol,76.26213833320719,evenLessNAD+.mol,minimize,15.907189846038818,,,,,,,molSizeTiming,PYM,
5523.mol,-128.63978007683144,NAD+.mol,minimize,61.57613396644592,,,,,,,molSizeTiming,,
33566.mol,82.01047767919835,evenLessNAD+.mol,minimize,38.55950307846069,,,,,,,molSizeTiming,PYM,
61041.mol,414.2734319949873,FADH2.mol,minimize,81.1383855342865,,,,,,,molSizeTiming,,
67476.mol,-142.3871172941175,NAD+.mol,minimize,61.94093608856201,,,,,,,molSizeTiming,,
75419.mol,134.4827929881778,evenLessNAD+.mol,minimize,41.84122133255005,,,,,,,molSizeTiming,PYM,
86207.mol,-201.12715293643708,lessNAD+.mol,minimize,50.88450574874878,,,,,,,molSizeTiming,PYM,
27957.mol,74.52491730151351,evenLessNAD+.mol,minimize,52.52285861968994,,,,,,,molSizeTiming,PYM,
32119.mol,-219.90556020271802,lessNAD+.mol,minimize,45.901458501815796,,,,,,,molSizeTiming,PYM,
33780.mol,-130.73172238818077,NAD+.mol,minimize,66.29107093811035,,,,,,,molSizeTiming,,
50007.mol,5.70507471956131,FADH2.mol,minimize,88.95061492919922,,,,,,,molSizeTiming,,
77183.mol,69.14362281188545,evenLessNAD+.mol,minimize,49.21009063720703,,,,,,,molSizeTiming,PYM,
90768.mol,-223.60239330417187,lessNAD+.mol,minimize,58.63693571090698,,,,,,,molSizeTiming,PYM,
590.mol,-142.211454402864,NAD+.mol,minimize,66.79339981079102,,,,,,,molSizeTiming,,
12066.mol,110.05107287675526,evenLessNAD+.mol,minimize,34.86879849433899,,,,,,,molSizeTiming,PYM,
32314.mol,-162.74001513863203,lessNAD+.mol,minimize,41.53529214859009,,,,,,,molSizeTiming,PYM,
38512.mol,124.79182439659505,FADH2.mol,minimize,88.4920802116394,,,,,,,molSizeTiming,,
50596.mol,224.46402289010004,evenLessNAD+.mol,minimize,38.51474404335022,,,,,,,molSizeTiming,PYM,
65994.mol,-154.31625370198952,NAD+.mol,minimize,65.39057350158691,,,,,,,molSizeTiming,,
75424.mol,532.5312265713866,evenLessNAD+.mol,minimize,24.8115336894989,,,,,,,molSizeTiming,PYM,
82364.mol,-167.54133101220773,lessNAD+.mol,minimize,50.037949085235596,,,,,,,molSizeTiming,PYM,
13029.mol,147.56908109383807,evenLessNAD+.mol,minimize,37.59020471572876,,,,,,,molSizeTiming,PYM,
32732.mol,88.74739692035357,FADH2.mol,minimize,94.20378541946411,,,,,,,molSizeTiming,,
37024.mol,-98.2494648101288,NAD+.mol,minimize,71.01640725135803,,,,,,,molSizeTiming,,
58041.mol,-215.89726404700363,lessNAD+.mol,minimize,75.66592597961426,,,,,,,molSizeTiming,PYM,
62761.mol,125.82762204689723,evenLessNAD+.mol,minimize,49.70768904685974,,,,,,,molSizeTiming,PYM,
2815.mol,124.73292254604729,evenLessNAD+.mol,minimize,40.03720474243164,,,,,,,molSizeTiming,PYM,
12054.mol,-110.69883515623059,NAD+.mol,minimize,75.01454997062683,,,,,,,molSizeTiming,,
32805.mol,140.03614216056664,FADH2.mol,minimize,100.05410432815552,,,,,,,molSizeTiming,,
42277.mol,-183.23579810842838,lessNAD+.mol,minimize,84.21475458145142,,,,,,,molSizeTiming,PYM,
48754.mol,118.206601262892,evenLessNAD+.mol,minimize,45.921759605407715,,,,,,,molSizeTiming,PYM,
87071.mol,-145.37424414725206,NAD+.mol,minimize,75.00109601020813,,,,,,,molSizeTiming,,
95584.mol,68.37080840039108,evenLessNAD+.mol,minimize,46.81298089027405,,,,,,,molSizeTiming,PYM,
21596.mol,-177.1760538562566,lessNAD+.mol,minimize,79.29653000831604,,,,,,,molSizeTiming,PYM,
32359.mol,105.82170106686485,FADH2.mol,minimize,99.53606510162354,,,,,,,molSizeTiming,,
37006.mol,114.11582734998991,evenLessNAD+.mol,minimize,41.40506720542908,,,,,,,molSizeTiming,PYM,
47602.mol,373.4126034536283,evenLessNAD+.mol,minimize,10.57962679862976,,,,,,,molSizeTiming,PYM,
53877.mol,-149.10029533331289,NAD+.mol,minimize,66.79057741165161,,,,,,,molSizeTiming,,
66614.mol,102.50652970137645,evenLessNAD+.mol,minimize,19.003785610198975,,,,,,,molSizeTiming,PYM,
79242.mol,214.77643012416615,evenLessNAD+.mol,minimize,12.61845064163208,,,,,,,molSizeTiming,PYM,
89589.mol,-209.3409277063738,lessNAD+.mol,minimize,67.97095823287964,,,,,,,molSizeTiming,PYM,
1199.mol,118.62213209361855,evenLessNAD+.mol,minimize,21.94681215286255,,,,,,,molSizeTiming,PYM,
14423.mol,245.63486635125446,FADH2.mol,minimize,82.04830288887024,,,,,,,molSizeTiming,,
15511.mol,-167.62056968254484,NAD+.mol,minimize,61.61656999588013,,,,,,,molSizeTiming,,
26327.mol,65.47684864741925,evenLessNAD+.mol,minimize,25.12009596824646,,,,,,,molSizeTiming,PYM,
42680.mol,92.92193833529649,evenLessNAD+.mol,minimize,16.342730283737183,,,,,,,molSizeTiming,PYM,
71273.mol,107.17408125021473,evenLessNAD+.mol,minimize,28.583940744400024,,,,,,,molSizeTiming,PYM,
77827.mol,-134.88659060599545,lessNAD+.mol,minimize,88.20497846603394,,,,,,,molSizeTiming,PYM,
78855.mol,-93.68806938949928,NAD+.mol,minimize,63.32914972305298,,,,,,,molSizeTiming,,
99844.mol,245.68159210692335,FADH2.mol,minimize,85.4031023979187,,,,,,,molSizeTiming,,
5781.mol,112.74758446432165,evenLessNAD+.mol,minimize,34.50062894821167,,,,,,,molSizeTiming,PYM,
31805.mol,270.63377924369377,evenLessNAD+.mol,minimize,26.009291887283325,,,,,,,molSizeTiming,PYM,
40262.mol,-130.15649500197972,NAD+.mol,minimize,61.393120527267456,,,,,,,molSizeTiming,,
57794.mol,-214.36105047652723,lessNAD+.mol,minimize,79.93582582473755,,,,,,,molSizeTiming,PYM,
77069.mol,98.24736760938669,evenLessNAD+.mol,minimize,45.24852776527405,,,,,,,molSizeTiming,PYM,
83187.mol,-6.94252160766672,FADH2.mol,minimize,83.32973504066467,,,,,,,molSizeTiming,,
9042.mol,-58.924631931011675,NAD+.mol,minimize,68.76649594306946,,,,,,,molSizeTiming,,
27197.mol,71.05177466365069,evenLessNAD+.mol,minimize,50.111163854599,,,,,,,molSizeTiming,PYM,
41680.mol,-213.51433351437237,lessNAD+.mol,minimize,83.86888313293457,,,,,,,molSizeTiming,PYM,
75262.mol,116.58177322834266,evenLessNAD+.mol,minimize,48.04733657836914,,,,,,,molSizeTiming,PYM,
83000.mol,-29.92842135462101,FADH2.mol,minimize,99.79432845115662,,,,,,,molSizeTiming,,
84992.mol,-123.43607066892507,NAD+.mol,minimize,75.93378448486328,,,,,,,molSizeTiming,,
34178.mol,116.0541680783478,evenLessNAD+.mol,minimize,58.897644996643066,,,,,,,molSizeTiming,PYM,
49286.mol,-178.13373076864343,lessNAD+.mol,minimize,107.58363103866577,,,,,,,molSizeTiming,PYM,
59519.mol,-100.13014220966913,NAD+.mol,minimize,74.51181697845459,,,,,,,molSizeTiming,,
83820.mol,185.74725023508572,FADH2.mol,minimize,100.80266070365906,,,,,,,molSizeTiming,,
99015.mol,66.0806757779638,evenLessNAD+.mol,minimize,64.81982564926147,,,,,,,molSizeTiming,PYM,
34165.mol,-106.73888435551851,NAD+.mol,minimize,74.62158036231995,,,,,,,molSizeTiming,,
38946.mol,1687.851115272079,evenLessNAD+.mol,minimize,39.91347408294678,,,,,,,molSizeTiming,PYM,
63824.mol,-219.31530021557793,lessNAD+.mol,minimize,114.50836300849915,,,,,,,molSizeTiming,PYM,
64461.mol,369.6888343850064,evenLessNAD+.mol,minimize,25.49067521095276,,,,,,,molSizeTiming,PYM,
83378.mol,1407.0412972992676,FADH2.mol,minimize,99.53946375846863,,,,,,,molSizeTiming,,
8811.mol,-149.02531748477728,NAD+.mol,minimize,74.62942576408386,,,,,,,molSizeTiming,,
18584.mol,66.84506656339093,evenLessNAD+.mol,minimize,54.10581970214844,,,,,,,molSizeTiming,PYM,
62171.mol,191.76464611141608,evenLessNAD+.mol,minimize,43.5700523853302,,,,,,,molSizeTiming,PYM,
82645.mol,-47.139416979994536,FADH2.mol,minimize,99.24824738502502,,,,,,,molSizeTiming,,
83426.mol,-147.58454518434974,NAD+.mol,minimize,74.59786248207092,,,,,,,molSizeTiming,,
91271.mol,195.95123818770395,evenLessNAD+.mol,minimize,29.082865238189697,,,,,,,molSizeTiming,PYM,
93008.mol,-160.1012377670828,lessNAD+.mol,minimize,129.1612708568573,,,,,,,molSizeTiming,PYM,
21239.mol,230.1480694049742,evenLessNAD+.mol,minimize,29.94467544555664,,,,,,,molSizeTiming,PYM,
58042.mol,-130.9269807822846,NAD+.mol,minimize,74.60006523132324,,,,,,,molSizeTiming,,
66060.mol,74.10213930261102,evenLessNAD+.mol,minimize,44.80344533920288,,,,,,,molSizeTiming,PYM,
80711.mol,298.4502697777021,FADH2.mol,minimize,98.04638957977295,,,,,,,molSizeTiming,,
91701.mol,112.4790558827134,evenLessNAD+.mol,minimize,25.623560428619385,,,,,,,molSizeTiming,PYM,
15705.mol,-194.07808721612784,lessNAD+.mol,minimize,122.67345666885376,,,,,,,molSizeTiming,PYM,
21376.mol,-139.65720799541367,NAD+.mol,minimize,63.31743001937866,,,,,,,molSizeTiming,,
63230.mol,299.54419337689455,FADH2.mol,minimize,82.50229263305664,,,,,,,molSizeTiming,,
78900.mol,-185.2352382069651,lessNAD+.mol,minimize,63.177608489990234,,,,,,,molSizeTiming,PYM,
83143.mol,-134.92072564834658,NAD+.mol,minimize,61.7547173500061,,,,,,,molSizeTiming,,
45766.mol,48.95824434498874,NAD+.mol,minimize,135.11039066314697,,,,,,,molSizeTiming,PYM,
45907.mol,-122.5248879095783,NAD+.mol,minimize,62.74982285499573,,,,,,,molSizeTiming,,
46649.mol,132.5011841335461,FADH2.mol,minimize,83.4068877696991,,,,,,,molSizeTiming,,
75683.mol,-183.2043240097741,lessNAD+.mol,minimize,96.76397967338562,,,,,,,molSizeTiming,PYM,
18634.mol,-122.1086343493177,NAD+.mol,minimize,72.71439599990845,,,,,,,molSizeTiming,,
44364.mol,-21.90624722103945,FADH2.mol,minimize,97.69809532165527,,,,,,,molSizeTiming,,
94740.mol,-87.60646539645526,NAD+.mol,minimize,76.09039950370789,,,,,,,molSizeTiming,,
10629.mol,-174.28374305777504,lessNAD+.mol,minimize,134.92389583587646,,,,,,,molSizeTiming,PYM,
39592.mol,12.73470699248216,FADH2.mol,minimize,95.20797729492188,,,,,,,molSizeTiming,,
46119.mol,-89.69962033368725,NAD+.mol,minimize,51.3623206615448,,,,,,,molSizeTiming,,
91715.mol,-228.93015753326125,lessNAD+.mol,minimize,81.06339812278748,,,,,,,molSizeTiming,PYM,
4064.mol,48.48514997303192,NAD+.mol,minimize,258.281809091568,,,,,,,molSizeTiming,PYM,
20197.mol,3.244249614971778,FADH2.mol,minimize,80.58852219581604,,,,,,,molSizeTiming,,
72278.mol,-166.06215541904243,lessNAD+.mol,minimize,80.5437285900116,,,,,,,molSizeTiming,PYM,
11476.mol,-11.740536117979616,FADH2.mol,minimize,91.26383781433105,,,,,,,molSizeTiming,,
66046.mol,-172.19303041137363,lessNAD+.mol,minimize,93.74502611160278,,,,,,,molSizeTiming,PYM,
11721.mol,-46.014158092418654,FADH2.mol,minimize,100.22624897956848,,,,,,,molSizeTiming,,
57384.mol,579.5602217935875,FADH2.mol,minimize,293.35848784446716,,,,,,,molSizeTiming,PYM,
67294.mol,27.797297010495384,NAD+.mol,minimize,263.19543623924255,,,,,,,molSizeTiming,PYM,
68387.mol,-215.1755785382465,lessNAD+.mol,minimize,102.31069803237915,,,,,,,molSizeTiming,PYM,
4606.mol,-73.37583879969603,FADH2.mol,minimize,92.86531567573547,,,,,,,molSizeTiming,,
66413.mol,-150.84623356161939,lessNAD+.mol,minimize,98.00882720947266,,,,,,,molSizeTiming,PYM,
6220.mol,-16.885086897016492,FADH2.mol,minimize,101.59524273872375,,,,,,,molSizeTiming,,
80911.mol,-222.74019802050105,lessNAD+.mol,minimize,114.47511982917786,,,,,,,molSizeTiming,PYM,
6663.mol,6.7837143427197475,FADH2.mol,minimize,100.42264485359192,,,,,,,molSizeTiming,,
66369.mol,21.149208299692702,NAD+.mol,minimize,299.05968046188354,,,,,,,molSizeTiming,PYM,
7776.mol,286.7240367925774,FADH2.mol,minimize,101.09435653686523,,,,,,,molSizeTiming,,
61360.mol,3149.6395747648858,FADH2.mol,minimize,403.9442672729492,,,,,,,molSizeTiming,PYM,
8427.mol,200.93573225419075,FADH2.mol,minimize,100.63107180595398,,,,,,,molSizeTiming,,
10694.mol,858.1251247085429,FADH2.mol,minimize,102.24875593185425,,,,,,,molSizeTiming,,
75670.mol,96.67254951277724,NAD+.mol,minimize,309.26709175109863,,,,,,,molSizeTiming,PYM,
99897.mol,24.851016927751743,almostNothing.mol,minimize,0.821449279785156,,,,,,,molSizeTiming,XYZ,
675.mol,18.187141541343387,almostNothing.mol,minimize,0.77199363708496,,,,,,,molSizeTiming,XYZ,
1688.mol,9.044473706774562,almostNothing.mol,minimize,1.006875991821289,,,,,,,molSizeTiming,XYZ,
2607.mol,17.124110116910565,almostNothing.mol,minimize,0.912858009338378,,,,,,,molSizeTiming,XYZ,
2943.mol,2485.4285240906142,FADH2.mol,minimize,92.22874522209167,,,,,,,molSizeTiming,,
3592.mol,7.11513499313075,almostNothing.mol,minimize,0.9801113605499261,,,,,,,molSizeTiming,XYZ,
5096.mol,10.719880788153306,almostNothing.mol,minimize,1.495766878128051,,,,,,,molSizeTiming,XYZ,
6293.mol,17.065965205130667,almostNothing.mol,minimize,1.185339927673339,,,,,,,molSizeTiming,XYZ,
7116.mol,18.553382685702893,almostNothing.mol,minimize,0.81653356552124,,,,,,,molSizeTiming,XYZ,
8434.mol,14.591696540057692,almostNothing.mol,minimize,1.312423706054687,,,,,,,molSizeTiming,XYZ,
9639.mol,10.06942633280644,almostNothing.mol,minimize,1.198532104492187,,,,,,,molSizeTiming,XYZ,
10107.mol,90.08230629111766,almostNothing.mol,minimize,0.46142721176147405,,,,,,,molSizeTiming,XYZ,
11005.mol,14.939862691539687,almostNothing.mol,minimize,0.8920896053314201,,,,,,,molSizeTiming,XYZ,
12206.mol,19.231655844697837,almostNothing.mol,minimize,1.19411015510559,,,,,,,molSizeTiming,XYZ,
13399.mol,11.422853490652697,almostNothing.mol,minimize,1.187271118164062,,,,,,,molSizeTiming,XYZ,
14320.mol,18.09063897527956,almostNothing.mol,minimize,0.9158823490142821,,,,,,,molSizeTiming,XYZ,
15748.mol,11.541867905501071,almostNothing.mol,minimize,1.422184467315673,,,,,,,molSizeTiming,XYZ,
16825.mol,12.706535875387804,almostNothing.mol,minimize,1.07093334197998,,,,,,,molSizeTiming,XYZ,
17398.mol,23.906970620164245,almostNothing.mol,minimize,0.565623044967651,,,,,,,molSizeTiming,XYZ,
18205.mol,16.145535122437142,almostNothing.mol,minimize,0.8013012409210201,,,,,,,molSizeTiming,XYZ,
18871.mol,32.232612384814225,almostNothing.mol,minimize,0.660741090774536,,,,,,,molSizeTiming,XYZ,
19504.mol,28.8411432367851,almostNothing.mol,minimize,0.6266429424285881,,,,,,,molSizeTiming,XYZ,
20680.mol,7.8967532922053625,almostNothing.mol,minimize,1.162188291549682,,,,,,,molSizeTiming,XYZ,
21697.mol,22.613023491304098,almostNothing.mol,minimize,1.010532617568969,,,,,,,molSizeTiming,XYZ,
22410.mol,18.036262355575285,almostNothing.mol,minimize,0.7080857753753661,,,,,,,molSizeTiming,XYZ,
22962.mol,24.95690608311061,almostNothing.mol,minimize,0.546533346176147,,,,,,,molSizeTiming,XYZ,
24036.mol,10.905790007503299,almostNothing.mol,minimize,1.067087173461914,,,,,,,molSizeTiming,XYZ,
25447.mol,15.992072306524975,almostNothing.mol,minimize,1.402527093887329,,,,,,,molSizeTiming,XYZ,
26796.mol,14.4610226419768,almostNothing.mol,minimize,1.343548774719238,,,,,,,molSizeTiming,XYZ,
28028.mol,18.656700522911397,almostNothing.mol,minimize,1.2261378765106201,,,,,,,molSizeTiming,XYZ,
28855.mol,15.653348440695202,almostNothing.mol,minimize,0.8206820487976071,,,,,,,molSizeTiming,XYZ,
29870.mol,16.35391540473494,almostNothing.mol,minimize,1.009774684906005,,,,,,,molSizeTiming,XYZ,
30774.mol,15.73108878729919,almostNothing.mol,minimize,0.895862340927124,,,,,,,molSizeTiming,XYZ,
31642.mol,16.406008316339502,almostNothing.mol,minimize,0.8562178611755371,,,,,,,molSizeTiming,XYZ,
32558.mol,20.430642519274116,almostNothing.mol,minimize,0.9101154804229731,,,,,,,molSizeTiming,XYZ,
33608.mol,17.236671981589573,almostNothing.mol,minimize,1.044497966766357,,,,,,,molSizeTiming,XYZ,
34297.mol,21.081329876234367,almostNothing.mol,minimize,0.683212995529174,,,,,,,molSizeTiming,XYZ,
35242.mol,21.498269958666132,almostNothing.mol,minimize,0.938517570495605,,,,,,,molSizeTiming,XYZ,
36365.mol,18.83885375580575,almostNothing.mol,minimize,1.1177818775177,,,,,,,molSizeTiming,XYZ,
37433.mol,13.820759191340187,almostNothing.mol,minimize,1.061770915985107,,,,,,,molSizeTiming,XYZ,
38542.mol,10.40280356049408,almostNothing.mol,minimize,1.103311538696289,,,,,,,molSizeTiming,XYZ,
39354.mol,19.00811299087533,almostNothing.mol,minimize,0.8008184432983391,,,,,,,molSizeTiming,XYZ,
40595.mol,8.479575862036505,almostNothing.mol,minimize,1.2345941066741941,,,,,,,molSizeTiming,XYZ,
41242.mol,21.59616772518368,almostNothing.mol,minimize,0.641026020050048,,,,,,,molSizeTiming,XYZ,
42155.mol,15.261594705622663,almostNothing.mol,minimize,0.9062864780426021,,,,,,,molSizeTiming,XYZ,
43181.mol,16.05714519365833,almostNothing.mol,minimize,1.019572734832763,,,,,,,molSizeTiming,XYZ,
43990.mol,29.497152019212542,almostNothing.mol,minimize,0.803116798400878,,,,,,,molSizeTiming,XYZ,
45331.mol,13.156610021793654,almostNothing.mol,minimize,1.3347804546356201,,,,,,,molSizeTiming,XYZ,
45824.mol,12.241561314773602,almostNothing.mol,minimize,0.486653566360473,,,,,,,molSizeTiming,XYZ,
46489.mol,19.573841708401936,almostNothing.mol,minimize,0.6590583324432371,,,,,,,molSizeTiming,XYZ,
47782.mol,9.517035827091995,almostNothing.mol,minimize,1.28217077255249,,,,,,,molSizeTiming,XYZ,
81399.mol,159.62652377970755,FADH2.mol,minimize,78.43838620185852,,,,,,,molSizeTiming,,
14282.mol,478.97989441150474,FADH2.mol,minimize,352.88220047950745,,,,,,,molSizeTiming,PYM,
53522.mol,65.78186896334088,FADH2.mol,minimize,72.10781717300415,,,,,,,molSizeTiming,,
90861.mol,216.96629887653268,NAD+.mol,minimize,215.16783475875854,,,,,,,molSizeTiming,PYM,
27822.mol,-34.24702161029521,FADH2.mol,minimize,74.28401279449463,,,,,,,molSizeTiming,,
3529.mol,6.688832498989967,FADH2.mol,minimize,75.67969870567322,,,,,,,molSizeTiming,,
7492.mol,17.78718790068727,almostNothing.mol,minimize,0.612376451492309,,,,,,,molSizeTiming,XYZ,
8766.mol,12.79106533130317,almostNothing.mol,minimize,1.266594409942627,,,,,,,molSizeTiming,XYZ,
10390.mol,9.73977454808602,almostNothing.mol,minimize,1.6168451309204102,,,,,,,molSizeTiming,XYZ,
11536.mol,24.807436346908574,almostNothing.mol,minimize,1.136852025985717,,,,,,,molSizeTiming,XYZ,
13298.mol,18.441543480258176,almostNothing.mol,minimize,1.755793809890747,,,,,,,molSizeTiming,XYZ,
14561.mol,31.211664889194477,almostNothing.mol,minimize,1.257533311843872,,,,,,,molSizeTiming,XYZ,
16489.mol,8.358403132283843,almostNothing.mol,minimize,1.9194631576538081,,,,,,,molSizeTiming,XYZ,
17450.mol,16.419136164471553,almostNothing.mol,minimize,0.9545795917510981,,,,,,,molSizeTiming,XYZ,
18041.mol,30.771910252604535,almostNothing.mol,minimize,0.5853645801544191,,,,,,,molSizeTiming,XYZ,
18968.mol,33.362076389426875,almostNothing.mol,minimize,0.9183845520019531,,,,,,,molSizeTiming,XYZ,
20132.mol,23.255032088658083,almostNothing.mol,minimize,1.15077543258667,,,,,,,molSizeTiming,XYZ,
21353.mol,17.72675402328779,almostNothing.mol,minimize,1.215871334075927,,,,,,,molSizeTiming,XYZ,
22317.mol,17.325506033888647,almostNothing.mol,minimize,0.9578425884246821,,,,,,,molSizeTiming,XYZ,
23103.mol,23.233942539633475,almostNothing.mol,minimize,0.779679059982299,,,,,,,molSizeTiming,XYZ,
24287.mol,26.20304461766282,almostNothing.mol,minimize,1.167887687683105,,,,,,,molSizeTiming,XYZ,
26251.mol,18.63871928204242,almostNothing.mol,minimize,1.9574775695800781,,,,,,,molSizeTiming,XYZ,
27756.mol,14.980008172438787,almostNothing.mol,minimize,1.497041463851928,,,,,,,molSizeTiming,XYZ,
29621.mol,14.163569671037926,almostNothing.mol,minimize,1.856622219085693,,,,,,,molSizeTiming,XYZ,
31225.mol,16.12786993844422,almostNothing.mol,minimize,1.596189737319946,,,,,,,molSizeTiming,XYZ,
33057.mol,15.166331960495018,almostNothing.mol,minimize,1.82364797592163,,,,,,,molSizeTiming,XYZ,
34534.mol,16.829069927629067,almostNothing.mol,minimize,1.466747045516967,,,,,,,molSizeTiming,XYZ,
36396.mol,16.12218557550473,almostNothing.mol,minimize,1.8532049655914302,,,,,,,molSizeTiming,XYZ,
38231.mol,11.432022720655123,almostNothing.mol,minimize,1.819438695907592,,,,,,,molSizeTiming,XYZ,
40059.mol,22.123158701282062,almostNothing.mol,minimize,1.81859016418457,,,,,,,molSizeTiming,XYZ,
41947.mol,13.56561630481294,almostNothing.mol,minimize,1.878785848617553,,,,,,,molSizeTiming,XYZ,
43303.mol,12.450177029746445,almostNothing.mol,minimize,1.346808195114135,,,,,,,molSizeTiming,XYZ,
44637.mol,17.94227433719469,almostNothing.mol,minimize,1.318926095962524,,,,,,,molSizeTiming,XYZ,
45915.mol,13.83925319207627,almostNothing.mol,minimize,1.268846273422241,,,,,,,molSizeTiming,XYZ,
46859.mol,19.519498289755468,almostNothing.mol,minimize,0.9337446689605711,,,,,,,molSizeTiming,XYZ,
49074.mol,15.292189234212735,almostNothing.mol,minimize,2.208568334579467,,,,,,,molSizeTiming,XYZ,
50392.mol,15.719025985914307,almostNothing.mol,minimize,1.301333665847778,,,,,,,molSizeTiming,XYZ,
51575.mol,22.61321738107331,almostNothing.mol,minimize,1.173947811126709,,,,,,,molSizeTiming,XYZ,
52345.mol,29.184416295029145,almostNothing.mol,minimize,0.7602906227111811,,,,,,,molSizeTiming,XYZ,
53818.mol,22.664833788153437,almostNothing.mol,minimize,4.151373147964477,,,,,,,molSizeTiming,PYM,
53936.mol,10.185561629901223,almostNothing.mol,minimize,1.5819423198699951,,,,,,,molSizeTiming,XYZ,
55348.mol,22.449734471974406,almostNothing.mol,minimize,1.399260997772216,,,,,,,molSizeTiming,XYZ,
56851.mol,22.41896857248532,almostNothing.mol,minimize,1.4964625835418701,,,,,,,molSizeTiming,XYZ,
58317.mol,18.267088343201294,almostNothing.mol,minimize,1.449751138687133,,,,,,,molSizeTiming,XYZ,
58863.mol,25.799198037521613,almostNothing.mol,minimize,5.034961462020874,,,,,,,molSizeTiming,PYM,
60237.mol,22.96761754079035,almostNothing.mol,minimize,1.9110991954803462,,,,,,,molSizeTiming,XYZ,
61921.mol,1799.1067387015412,almostNothing.mol,minimize,3.050045967102051,,,,,,,molSizeTiming,PYM,
62630.mol,10.865092338551879,almostNothing.mol,minimize,2.383743286132812,,,,,,,molSizeTiming,XYZ,
64120.mol,21.409260456453808,almostNothing.mol,minimize,1.480630874633789,,,,,,,molSizeTiming,XYZ,
65525.mol,17.466383107777233,almostNothing.mol,minimize,1.389982461929321,,,,,,,molSizeTiming,XYZ,
67476.molDupeSomehow,15.001803265636852,almostNothing.mol,minimize,1.940327644348144,,,,,,,molSizeTiming,XYZ,
67983.mol,25.97447397596427,almostNothing.mol,minimize,6.048304080963135,,,,,,,molSizeTiming,PYM,
